x,y,z
-0.2034,-2.1017,3.4880
-0.2034,-1.9661,3.4458
-0.2034,-1.8305,3.4172
-0.2034,-1.6949,3.4016
-0.2034,-1.5593,3.3982
-0.2034,-1.4237,3.4058
-0.2034,-1.2881,3.4232
-0.2034,-1.1525,3.4487
-0.2034,-1.0169,3.4807
-0.2034,-0.8814,3.5175
-0.2034,-0.7458,3.5572
-0.2034,-0.6102,3.5983
-0.2034,-0.4746,3.6392
-0.2034,-0.3390,3.6784
-0.2034,-0.2034,3.7148
-0.2034,-0.0678,3.7475
-0.2034,0.0678,3.7758
-0.2034,0.2034,3.7996
-0.2034,0.3390,3.8188
-0.2034,0.4746,3.8338
-0.2034,0.6102,3.8451
-0.2034,0.7458,3.8536
-0.2034,0.8814,3.8604
-0.2034,1.0169,3.8666
-0.2034,1.1525,3.8735
-0.2034,1.2881,3.8826
-0.2034,1.4237,3.8951
-0.2034,1.5593,3.9124
-0.2034,1.6949,3.9355
-0.2034,1.8305,3.9655
-0.2034,1.9661,4.0033
-0.2034,2.1017,4.0493
-0.2034,2.2373,4.1039
-0.2034,2.3729,4.1673
-0.2034,2.5085,4.2393
-0.2034,2.6441,4.3197
-0.2034,2.7797,4.4079
-0.2034,2.9153,4.5032
-0.2034,3.0508,4.6048
-0.2034,3.1864,4.7118
-0.2034,3.3220,4.8231
-0.2034,3.4576,4.9378
-0.2034,3.5932,5.0550
-0.2034,3.7288,5.1735
-0.2034,3.8644,5.2927
-0.2034,4.0000,5.4116
-0.0678,-4.0000,5.0440
-0.0678,-3.8644,4.8848
-0.0678,-3.7288,4.7243
-0.0678,-3.5932,4.5638
-0.0678,-3.4576,4.4049
-0.0678,-3.3220,4.2490
-0.0678,-3.1864,4.0980
-0.0678,-3.0508,3.9536
-0.0678,-2.9153,3.8176
-0.0678,-2.7797,3.6916
-0.0678,-2.6441,3.5771
-0.0678,-2.5085,3.4756
-0.0678,-2.3729,3.3881
-0.0678,-2.2373,3.3156
-0.0678,-2.1017,3.2584
-0.0678,-1.9661,3.2169
-0.0678,-1.8305,3.1909
-0.0678,-1.6949,3.1798
-0.0678,-1.5593,3.1827
-0.0678,-1.4237,3.1985
-0.0678,-1.2881,3.2257
-0.0678,-1.1525,3.2627
-0.0678,-1.0169,3.3076
-0.0678,-0.8814,3.3585
-0.0678,-0.7458,3.4136
-0.0678,-0.6102,3.4708
-0.0678,-0.4746,3.5284
-0.0678,-0.3390,3.5848
-0.0678,-0.2034,3.6387
-0.0678,-0.0678,3.6890
-0.0678,0.0678,3.7349
-0.0678,0.2034,3.7758
-0.0678,0.3390,3.8118
-0.0678,0.4746,3.8428
-0.0678,0.6102,3.8694
-0.0678,0.7458,3.8923
-0.0678,0.8814,3.9125
-0.0678,1.0169,3.9310
-0.0678,1.1525,3.9490
-0.0678,1.2881,3.9679
-0.0678,1.4237,3.9890
-0.0678,1.5593,4.0134
-0.0678,1.6949,4.0423
-0.0678,1.8305,4.0767
-0.0678,1.9661,4.1175
-0.0678,2.1017,4.1652
-0.0678,2.2373,4.2203
-0.0678,2.3729,4.2830
-0.0678,2.5085,4.3532
-0.0678,2.6441,4.4308
-0.0678,2.7797,4.5153
-0.0678,2.9153,4.6061
-0.0678,3.0508,4.7026
-0.0678,3.1864,4.8040
-0.0678,3.3220,4.9093
-0.0678,3.4576,5.0178
-0.0678,3.5932,5.1286
-0.0678,3.7288,5.2407
-0.0678,3.8644,5.3535
-0.0678,4.0000,5.4663
0.0678,-4.0000,4.9347
0.0678,-3.8644,4.7634
0.0678,-3.7288,4.5905
0.0678,-3.5932,4.4175
0.0678,-3.4576,4.2459
0.0678,-3.3220,4.0777
0.0678,-3.1864,3.9148
0.0678,-3.0508,3.7591
0.0678,-2.9153,3.6125
0.0678,-2.7797,3.4771
0.0678,-2.6441,3.3545
0.0678,-2.5085,3.2464
0.0678,-2.3729,3.1539
0.0678,-2.2373,3.0780
0.0678,-2.1017,3.0196
0.0678,-1.9661,2.9786
0.0678,-1.8305,2.9552
0.0678,-1.6949,2.9486
0.0678,-1.5593,2.9580
0.0678,-1.4237,2.9822
0.0678,-1.2881,3.0196
0.0678,-1.1525,3.0684
0.0678,-1.0169,3.1265
0.0678,-0.8814,3.1920
0.0678,-0.7458,3.2627
0.0678,-0.6102,3.3364
0.0678,-0.4746,3.4112
0.0678,-0.3390,3.4853
0.0678,-0.2034,3.5571
0.0678,-0.0678,3.6254
0.0678,0.0678,3.6890
0.0678,0.2034,3.7475
0.0678,0.3390,3.8003
0.0678,0.4746,3.8477
0.0678,0.6102,3.8898
0.0678,0.7458,3.9273
0.0678,0.8814,3.9610
0.0678,1.0169,3.9919
0.0678,1.1525,4.0212
0.0678,1.2881,4.0500
0.0678,1.4237,4.0796
0.0678,1.5593,4.1112
0.0678,1.6949,4.1460
0.0678,1.8305,4.1849
0.0678,1.9661,4.2288
0.0678,2.1017,4.2783
0.0678,2.2373,4.3340
0.0678,2.3729,4.3961
0.0678,2.5085,4.4647
0.0678,2.6441,4.5397
0.0678,2.7797,4.6206
0.0678,2.9153,4.7072
0.0678,3.0508,4.7988
0.0678,3.1864,4.8948
0.0678,3.3220,4.9944
0.0678,3.4576,5.0968
0.0678,3.5932,5.2014
0.0678,3.7288,5.3074
0.0678,3.8644,5.4140
0.0678,4.0000,5.5208
0.2034,-4.0000,4.8233
0.2034,-3.8644,4.6395
0.2034,-3.7288,4.4538
0.2034,-3.5932,4.2677
0.2034,-3.4576,4.0832
0.2034,-3.3220,3.9022
0.2034,-3.1864,3.7269
0.2034,-3.0508,3.5594
0.2034,-2.9153,3.4021
0.2034,-2.7797,3.2569
0.2034,-2.6441,3.1259
0.2034,-2.5085,3.0107
0.2034,-2.3729,2.9130
0.2034,-2.2373,2.8338
0.2034,-2.1017,2.7738
0.2034,-1.9661,2.7334
0.2034,-1.8305,2.7125
0.2034,-1.6949,2.7105
0.2034,-1.5593,2.7265
0.2034,-1.4237,2.7593
0.2034,-1.2881,2.8070
0.2034,-1.1525,2.8677
0.2034,-1.0169,2.9394
0.2034,-0.8814,3.0196
0.2034,-0.7458,3.1062
0.2034,-0.6102,3.1966
0.2034,-0.4746,3.2889
0.2034,-0.3390,3.3809
0.2034,-0.2034,3.4708
0.2034,-0.0678,3.5571
0.2034,0.0678,3.6387
0.2034,0.2034,3.7148
0.2034,0.3390,3.7847
0.2034,0.4746,3.8484
0.2034,0.6102,3.9061
0.2034,0.7458,3.9582
0.2034,0.8814,4.0055
0.2034,1.0169,4.0488
0.2034,1.1525,4.0892
0.2034,1.2881,4.1279
0.2034,1.4237,4.1660
0.2034,1.5593,4.2049
0.2034,1.6949,4.2455
0.2034,1.8305,4.2889
0.2034,1.9661,4.3360
0.2034,2.1017,4.3875
0.2034,2.2373,4.4439
0.2034,2.3729,4.5056
0.2034,2.5085,4.5726
0.2034,2.6441,4.6451
0.2034,2.7797,4.7228
0.2034,2.9153,4.8054
0.2034,3.0508,4.8923
0.2034,3.1864,4.9832
0.2034,3.3220,5.0773
0.2034,3.4576,5.1740
0.2034,3.5932,5.2727
0.2034,3.7288,5.3728
0.2034,3.8644,5.4736
0.2034,4.0000,5.5747
0.3390,-4.0000,4.7112
0.3390,-3.8644,4.5147
0.3390,-3.7288,4.3159
0.3390,-3.5932,4.1165
0.3390,-3.4576,3.9186
0.3390,-3.3220,3.7245
0.3390,-3.1864,3.5365
0.3390,-3.0508,3.3571
0.3390,-2.9153,3.1886
0.3390,-2.7797,3.0335
0.3390,-2.6441,2.8938
0.3390,-2.5085,2.7715
0.3390,-2.3729,2.6684
0.3390,-2.2373,2.5856
0.3390,-2.1017,2.5240
0.3390,-1.9661,2.4841
0.3390,-1.8305,2.4657
0.3390,-1.6949,2.4684
0.3390,-1.5593,2.4910
0.3390,-1.4237,2.5323
0.3390,-1.2881,2.5904
0.3390,-1.1525,2.6632
0.3390,-1.0169,2.7484
0.3390,-0.8814,2.8435
0.3390,-0.7458,2.9460
0.3390,-0.6102,3.0533
0.3390,-0.4746,3.1630
0.3390,-0.3390,3.2728
0.3390,-0.2034,3.3809
0.3390,-0.0678,3.4853
0.3390,0.0678,3.5848
0.3390,0.2034,3.6784
0.3390,0.3390,3.7653
0.3390,0.4746,3.8453
0.3390,0.6102,3.9184
0.3390,0.7458,3.9850
0.3390,0.8814,4.0456
0.3390,1.0169,4.1011
0.3390,1.1525,4.1526
0.3390,1.2881,4.2010
0.3390,1.4237,4.2477
0.3390,1.5593,4.2936
0.3390,1.6949,4.3401
0.3390,1.8305,4.3880
0.3390,1.9661,4.4383
0.3390,2.1017,4.4917
0.3390,2.2373,4.5489
0.3390,2.3729,4.6103
0.3390,2.5085,4.6761
0.3390,2.6441,4.7463
0.3390,2.7797,4.8210
0.3390,2.9153,4.8998
0.3390,3.0508,4.9824
0.3390,3.1864,5.0685
0.3390,3.3220,5.1574
0.3390,3.4576,5.2488
0.3390,3.5932,5.3420
0.3390,3.7288,5.4365
0.3390,3.8644,5.5318
0.3390,4.0000,5.6275
0.4746,-4.0000,4.6001
0.4746,-3.8644,4.3907
0.4746,-3.7288,4.1786
0.4746,-3.5932,3.9658
0.4746,-3.4576,3.7545
0.4746,-3.3220,3.5472
0.4746,-3.1864,3.3464
0.4746,-3.0508,3.1548
0.4746,-2.9153,2.9752
0.4746,-2.7797,2.8099
0.4746,-2.6441,2.6615
0.4746,-2.5085,2.5320
0.4746,-2.3729,2.4234
0.4746,-2.2373,2.3370
0.4746,-2.1017,2.2737
0.4746,-1.9661,2.2342
0.4746,-1.8305,2.2183
0.4746,-1.6949,2.2254
0.4746,-1.5593,2.2547
0.4746,-1.4237,2.3044
0.4746,-1.2881,2.3728
0.4746,-1.1525,2.4576
0.4746,-1.0169,2.5563
0.4746,-0.8814,2.6661
0.4746,-0.7458,2.7844
0.4746,-0.6102,2.9084
0.4746,-0.4746,3.0354
0.4746,-0.3390,3.1630
0.4746,-0.2034,3.2889
0.4746,-0.0678,3.4112
0.4746,0.0678,3.5284
0.4746,0.2034,3.6392
0.4746,0.3390,3.7428
0.4746,0.4746,3.8387
0.4746,0.6102,3.9270
0.4746,0.7458,4.0077
0.4746,0.8814,4.0815
0.4746,1.0169,4.1490
0.4746,1.1525,4.2112
0.4746,1.2881,4.2692
0.4746,1.4237,4.3241
0.4746,1.5593,4.3771
0.4746,1.6949,4.4292
0.4746,1.8305,4.4815
0.4746,1.9661,4.5350
0.4746,2.1017,4.5905
0.4746,2.2373,4.6486
0.4746,2.3729,4.7098
0.4746,2.5085,4.7744
0.4746,2.6441,4.8427
0.4746,2.7797,4.9145
0.4746,2.9153,4.9899
0.4746,3.0508,5.0685
0.4746,3.1864,5.1501
0.4746,3.3220,5.2343
0.4746,3.4576,5.3206
0.4746,3.5932,5.4086
0.4746,3.7288,5.4980
0.4746,3.8644,5.5882
0.4746,4.0000,5.6788
0.6102,-4.0000,4.4914
0.6102,-3.8644,4.2693
0.6102,-3.7288,4.0440
0.6102,-3.5932,3.8179
0.6102,-3.4576,3.5932
0.6102,-3.3220,3.3728
0.6102,-3.1864,3.1593
0.6102,-3.0508,2.9557
0.6102,-2.9153,2.7648
0.6102,-2.7797,2.5895
0.6102,-2.6441,2.4324
0.6102,-2.5085,2.2957
0.6102,-2.3729,2.1816
0.6102,-2.2373,2.0915
0.6102,-2.1017,2.0266
0.6102,-1.9661,1.9874
0.6102,-1.8305,1.9739
0.6102,-1.6949,1.9855
0.6102,-1.5593,2.0211
0.6102,-1.4237,2.0792
0.6102,-1.2881,2.1577
0.6102,-1.1525,2.2542
0.6102,-1.0169,2.3661
0.6102,-0.8814,2.4904
0.6102,-0.7458,2.6242
0.6102,-0.6102,2.7645
0.6102,-0.4746,2.9084
0.6102,-0.3390,3.0533
0.6102,-0.2034,3.1966
0.6102,-0.0678,3.3364
0.6102,0.0678,3.4708
0.6102,0.2034,3.5983
0.6102,0.3390,3.7182
0.6102,0.4746,3.8296
0.6102,0.6102,3.9325
0.6102,0.7458,4.0270
0.6102,0.8814,4.1134
0.6102,1.0169,4.1925
0.6102,1.1525,4.2652
0.6102,1.2881,4.3324
0.6102,1.4237,4.3952
0.6102,1.5593,4.4549
0.6102,1.6949,4.5126
0.6102,1.8305,4.5692
0.6102,1.9661,4.6259
0.6102,2.1017,4.6833
0.6102,2.2373,4.7424
0.6102,2.3729,4.8035
0.6102,2.5085,4.8672
0.6102,2.6441,4.9337
0.6102,2.7797,5.0030
0.6102,2.9153,5.0752
0.6102,3.0508,5.1502
0.6102,3.1864,5.2277
0.6102,3.3220,5.3074
0.6102,3.4576,5.3892
0.6102,3.5932,5.4725
0.6102,3.7288,5.5570
0.6102,3.8644,5.6425
0.6102,4.0000,5.7285
0.7458,-4.0000,4.3872
0.7458,-3.8644,4.1525
0.7458,-3.7288,3.9144
0.7458,-3.5932,3.6752
0.7458,-3.4576,3.4375
0.7458,-3.3220,3.2042
0.7458,-3.1864,2.9783
0.7458,-3.0508,2.7629
0.7458,-2.9153,2.5611
0.7458,-2.7797,2.3759
0.7458,-2.6441,2.2103
0.7458,-2.5085,2.0666
0.7458,-2.3729,1.9470
0.7458,-2.2373,1.8534
0.7458,-2.1017,1.7868
0.7458,-1.9661,1.7478
0.7458,-1.8305,1.7365
0.7458,-1.6949,1.7524
0.7458,-1.5593,1.7942
0.7458,-1.4237,1.8603
0.7458,-1.2881,1.9486
0.7458,-1.1525,2.0565
0.7458,-1.0169,2.1811
0.7458,-0.8814,2.3194
0.7458,-0.7458,2.4681
0.7458,-0.6102,2.6242
0.7458,-0.4746,2.7844
0.7458,-0.3390,2.9460
0.7458,-0.2034,3.1062
0.7458,-0.0678,3.2627
0.7458,0.0678,3.4136
0.7458,0.2034,3.5572
0.7458,0.3390,3.6926
0.7458,0.4746,3.8189
0.7458,0.6102,3.9359
0.7458,0.7458,4.0434
0.7458,0.8814,4.1420
0.7458,1.0169,4.2321
0.7458,1.1525,4.3147
0.7458,1.2881,4.3907
0.7458,1.4237,4.4612
0.7458,1.5593,4.5273
0.7458,1.6949,4.5902
0.7458,1.8305,4.6510
0.7458,1.9661,4.7107
0.7458,2.1017,4.7701
0.7458,2.2373,4.8302
0.7458,2.3729,4.8914
0.7458,2.5085,4.9542
0.7458,2.6441,5.0191
0.7458,2.7797,5.0862
0.7458,2.9153,5.1556
0.7458,3.0508,5.2272
0.7458,3.1864,5.3010
0.7458,3.3220,5.3768
0.7458,3.4576,5.4543
0.7458,3.5932,5.5332
0.7458,3.7288,5.6134
0.7458,3.8644,5.6946
0.7458,4.0000,5.7764
0.8814,-4.0000,4.2893
0.8814,-3.8644,4.0426
0.8814,-3.7288,3.7921
0.8814,-3.5932,3.5403
0.8814,-3.4576,3.2901
0.8814,-3.3220,3.0445
0.8814,-3.1864,2.8066
0.8814,-3.0508,2.5798
0.8814,-2.9153,2.3676
0.8814,-2.7797,2.1729
0.8814,-2.6441,1.9990
0.8814,-2.5085,1.8486
0.8814,-2.3729,1.7238
0.8814,-2.2373,1.6267
0.8814,-2.1017,1.5584
0.8814,-1.9661,1.5196
0.8814,-1.8305,1.5105
0.8814,-1.6949,1.5304
0.8814,-1.5593,1.5781
0.8814,-1.4237,1.6518
0.8814,-1.2881,1.7494
0.8814,-1.1525,1.8681
0.8814,-1.0169,2.0048
0.8814,-0.8814,2.1564
0.8814,-0.7458,2.3194
0.8814,-0.6102,2.4904
0.8814,-0.4746,2.6661
0.8814,-0.3390,2.8435
0.8814,-0.2034,3.0196
0.8814,-0.0678,3.1920
0.8814,0.0678,3.3585
0.8814,0.2034,3.5175
0.8814,0.3390,3.6675
0.8814,0.4746,3.8078
0.8814,0.6102,3.9380
0.8814,0.7458,4.0579
0.8814,0.8814,4.1679
0.8814,1.0169,4.2684
0.8814,1.1525,4.3603
0.8814,1.2881,4.4446
0.8814,1.4237,4.5222
0.8814,1.5593,4.5944
0.8814,1.6949,4.6623
0.8814,1.8305,4.7270
0.8814,1.9661,4.7896
0.8814,2.1017,4.8510
0.8814,2.2373,4.9120
0.8814,2.3729,4.9733
0.8814,2.5085,5.0355
0.8814,2.6441,5.0990
0.8814,2.7797,5.1641
0.8814,2.9153,5.2309
0.8814,3.0508,5.2996
0.8814,3.1864,5.3700
0.8814,3.3220,5.4422
0.8814,3.4576,5.5159
0.8814,3.5932,5.5910
0.8814,3.7288,5.6672
0.8814,3.8644,5.7444
0.8814,4.0000,5.8224
1.0169,-4.0000,4.1996
1.0169,-3.8644,3.9416
1.0169,-3.7288,3.6795
1.0169,-3.5932,3.4159
1.0169,-3.4576,3.1539
1.0169,-3.3220,2.8966
1.0169,-3.1864,2.6475
1.0169,-3.0508,2.4101
1.0169,-2.9153,2.1879
1.0169,-2.7797,1.9844
1.0169,-2.6441,1.8027
1.0169,-2.5085,1.6458
1.0169,-2.3729,1.5162
1.0169,-2.2373,1.4157
1.0169,-2.1017,1.3458
1.0169,-1.9661,1.3072
1.0169,-1.8305,1.3001
1.0169,-1.6949,1.3237
1.0169,-1.5593,1.3769
1.0169,-1.4237,1.4578
1.0169,-1.2881,1.5640
1.0169,-1.1525,1.6928
1.0169,-1.0169,1.8409
1.0169,-0.8814,2.0048
1.0169,-0.7458,2.1811
1.0169,-0.6102,2.3661
1.0169,-0.4746,2.5563
1.0169,-0.3390,2.7484
1.0169,-0.2034,2.9394
1.0169,-0.0678,3.1265
1.0169,0.0678,3.3076
1.0169,0.2034,3.4807
1.0169,0.3390,3.6444
1.0169,0.4746,3.7977
1.0169,0.6102,3.9401
1.0169,0.7458,4.0715
1.0169,0.8814,4.1920
1.0169,1.0169,4.3022
1.0169,1.1525,4.4027
1.0169,1.2881,4.4946
1.0169,1.4237,4.5789
1.0169,1.5593,4.6567
1.0169,1.6949,4.7293
1.0169,1.8305,4.7976
1.0169,1.9661,4.8629
1.0169,2.1017,4.9260
1.0169,2.2373,4.9880
1.0169,2.3729,5.0495
1.0169,2.5085,5.1111
1.0169,2.6441,5.1734
1.0169,2.7797,5.2368
1.0169,2.9153,5.3013
1.0169,3.0508,5.3674
1.0169,3.1864,5.4348
1.0169,3.3220,5.5038
1.0169,3.4576,5.5741
1.0169,3.5932,5.6457
1.0169,3.7288,5.7184
1.0169,3.8644,5.7921
1.0169,4.0000,5.8667
1.1525,-4.0000,4.1201
1.1525,-3.8644,3.8517
1.1525,-3.7288,3.5789
1.1525,-3.5932,3.3045
1.1525,-3.4576,3.0316
1.1525,-3.3220,2.7637
1.1525,-3.1864,2.5042
1.1525,-3.0508,2.2570
1.1525,-2.9153,2.0257
1.1525,-2.7797,1.8140
1.1525,-2.6441,1.6252
1.1525,-2.5085,1.4624
1.1525,-2.3729,1.3282
1.1525,-2.2373,1.2247
1.1525,-2.1017,1.1534
1.1525,-1.9661,1.1149
1.1525,-1.8305,1.1096
1.1525,-1.6949,1.1366
1.1525,-1.5593,1.1948
1.1525,-1.4237,1.2822
1.1525,-1.2881,1.3964
1.1525,-1.1525,1.5344
1.1525,-1.0169,1.6928
1.1525,-0.8814,1.8681
1.1525,-0.7458,2.0565
1.1525,-0.6102,2.2542
1.1525,-0.4746,2.4576
1.1525,-0.3390,2.6632
1.1525,-0.2034,2.8677
1.1525,-0.0678,3.0684
1.1525,0.0678,3.2627
1.1525,0.2034,3.4487
1.1525,0.3390,3.6248
1.1525,0.4746,3.7900
1.1525,0.6102,3.9436
1.1525,0.7458,4.0853
1.1525,0.8814,4.2154
1.1525,1.0169,4.3343
1.1525,1.1525,4.4428
1.1525,1.2881,4.5416
1.1525,1.4237,4.6319
1.1525,1.5593,4.7148
1.1525,1.6949,4.7915
1.1525,1.8305,4.8632
1.1525,1.9661,4.9309
1.1525,2.1017,4.9957
1.1525,2.2373,5.0586
1.1525,2.3729,5.1203
1.1525,2.5085,5.1815
1.1525,2.6441,5.2427
1.1525,2.7797,5.3045
1.1525,2.9153,5.3671
1.1525,3.0508,5.4308
1.1525,3.1864,5.4956
1.1525,3.3220,5.5617
1.1525,3.4576,5.6290
1.1525,3.5932,5.6975
1.1525,3.7288,5.7671
1.1525,3.8644,5.8377
1.1525,4.0000,5.9093
1.2881,-4.0000,4.0526
1.2881,-3.8644,3.7749
1.2881,-3.7288,3.4926
1.2881,-3.5932,3.2086
1.2881,-3.4576,2.9260
1.2881,-3.3220,2.6485
1.2881,-3.1864,2.3798
1.2881,-3.0508,2.1239
1.2881,-2.9153,1.8845
1.2881,-2.7797,1.6654
1.2881,-2.6441,1.4703
1.2881,-2.5085,1.3023
1.2881,-2.3729,1.1640
1.2881,-2.2373,1.0578
1.2881,-2.1017,0.9851
1.2881,-1.9661,0.9468
1.2881,-1.8305,0.9430
1.2881,-1.6949,0.9731
1.2881,-1.5593,1.0357
1.2881,-1.4237,1.1290
1.2881,-1.2881,1.2502
1.2881,-1.1525,1.3964
1.2881,-1.0169,1.5640
1.2881,-0.8814,1.7494
1.2881,-0.7458,1.9486
1.2881,-0.6102,2.1577
1.2881,-0.4746,2.3728
1.2881,-0.3390,2.5904
1.2881,-0.2034,2.8070
1.2881,-0.0678,3.0196
1.2881,0.0678,3.2257
1.2881,0.2034,3.4232
1.2881,0.3390,3.6103
1.2881,0.4746,3.7860
1.2881,0.6102,3.9495
1.2881,0.7458,4.1005
1.2881,0.8814,4.2392
1.2881,1.0169,4.3658
1.2881,1.1525,4.4812
1.2881,1.2881,4.5862
1.2881,1.4237,4.6819
1.2881,1.5593,4.7693
1.2881,1.6949,4.8498
1.2881,1.8305,4.9244
1.2881,1.9661,4.9943
1.2881,2.1017,5.0606
1.2881,2.2373,5.1243
1.2881,2.3729,5.1861
1.2881,2.5085,5.2469
1.2881,2.6441,5.3073
1.2881,2.7797,5.3677
1.2881,2.9153,5.4286
1.2881,3.0508,5.4902
1.2881,3.1864,5.5528
1.2881,3.3220,5.6163
1.2881,3.4576,5.6810
1.2881,3.5932,5.7467
1.2881,3.7288,5.8136
1.2881,3.8644,5.8815
1.2881,4.0000,5.9504
1.4237,-4.0000,3.9989
1.4237,-3.8644,3.7132
1.4237,-3.7288,3.4227
1.4237,-3.5932,3.1304
1.4237,-3.4576,2.8395
1.4237,-3.3220,2.5538
1.4237,-3.1864,2.2772
1.4237,-3.0508,2.0137
1.4237,-2.9153,1.7674
1.4237,-2.7797,1.5421
1.4237,-2.6441,1.3415
1.4237,-2.5085,1.1689
1.4237,-2.3729,1.0273
1.4237,-2.2373,0.9187
1.4237,-2.1017,0.8449
1.4237,-1.9661,0.8067
1.4237,-1.8305,0.8042
1.4237,-1.6949,0.8369
1.4237,-1.5593,0.9034
1.4237,-1.4237,1.0017
1.4237,-1.2881,1.1290
1.4237,-1.1525,1.2822
1.4237,-1.0169,1.4578
1.4237,-0.8814,1.6518
1.4237,-0.7458,1.8603
1.4237,-0.6102,2.0792
1.4237,-0.4746,2.3044
1.4237,-0.3390,2.5323
1.4237,-0.2034,2.7593
1.4237,-0.0678,2.9822
1.4237,0.0678,3.1985
1.4237,0.2034,3.4058
1.4237,0.3390,3.6025
1.4237,0.4746,3.7873
1.4237,0.6102,3.9593
1.4237,0.7458,4.1183
1.4237,0.8814,4.2643
1.4237,1.0169,4.3977
1.4237,1.1525,4.5191
1.4237,1.2881,4.6294
1.4237,1.4237,4.7296
1.4237,1.5593,4.8210
1.4237,1.6949,4.9046
1.4237,1.8305,4.9818
1.4237,1.9661,5.0536
1.4237,2.1017,5.1212
1.4237,2.2373,5.1855
1.4237,2.3729,5.2475
1.4237,2.5085,5.3080
1.4237,2.6441,5.3676
1.4237,2.7797,5.4268
1.4237,2.9153,5.4862
1.4237,3.0508,5.5460
1.4237,3.1864,5.6065
1.4237,3.3220,5.6679
1.4237,3.4576,5.7302
1.4237,3.5932,5.7936
1.4237,3.7288,5.8581
1.4237,3.8644,5.9236
1.4237,4.0000,5.9901
1.5593,-4.0000,3.9604
1.5593,-3.8644,3.6682
1.5593,-3.7288,3.3711
1.5593,-3.5932,3.0719
1.5593,-3.4576,2.7743
1.5593,-3.3220,2.4820
1.5593,-3.1864,2.1989
1.5593,-3.0508,1.9293
1.5593,-2.9153,1.6773
1.5593,-2.7797,1.4469
1.5593,-2.6441,1.2419
1.5593,-2.5085,1.0656
1.5593,-2.3729,0.9211
1.5593,-2.2373,0.8107
1.5593,-2.1017,0.7360
1.5593,-1.9661,0.6979
1.5593,-1.8305,0.6966
1.5593,-1.6949,0.7315
1.5593,-1.5593,0.8011
1.5593,-1.4237,0.9034
1.5593,-1.2881,1.0357
1.5593,-1.1525,1.1948
1.5593,-1.0169,1.3769
1.5593,-0.8814,1.5781
1.5593,-0.7458,1.7942
1.5593,-0.6102,2.0211
1.5593,-0.4746,2.2547
1.5593,-0.3390,2.4910
1.5593,-0.2034,2.7265
1.5593,-0.0678,2.9580
1.5593,0.0678,3.1827
1.5593,0.2034,3.3982
1.5593,0.3390,3.6027
1.5593,0.4746,3.7950
1.5593,0.6102,3.9742
1.5593,0.7458,4.1398
1.5593,0.8814,4.2919
1.5593,1.0169,4.4308
1.5593,1.1525,4.5572
1.5593,1.2881,4.6719
1.5593,1.4237,4.7760
1.5593,1.5593,4.8706
1.5593,1.6949,4.9569
1.5593,1.8305,5.0362
1.5593,1.9661,5.1096
1.5593,2.1017,5.1782
1.5593,2.2373,5.2431
1.5593,2.3729,5.3051
1.5593,2.5085,5.3653
1.5593,2.6441,5.4241
1.5593,2.7797,5.4823
1.5593,2.9153,5.5404
1.5593,3.0508,5.5986
1.5593,3.1864,5.6574
1.5593,3.3220,5.7168
1.5593,3.4576,5.7772
1.5593,3.5932,5.8385
1.5593,3.7288,5.9009
1.5593,3.8644,5.9643
1.5593,4.0000,6.0288
1.6949,-4.0000,3.9383
1.6949,-3.8644,3.6413
1.6949,-3.7288,3.3391
1.6949,-3.5932,3.0349
1.6949,-3.4576,2.7322
1.6949,-3.3220,2.4349
1.6949,-3.1864,2.1470
1.6949,-3.0508,1.8728
1.6949,-2.9153,1.6165
1.6949,-2.7797,1.3823
1.6949,-2.6441,1.1740
1.6949,-2.5085,0.9950
1.6949,-2.3729,0.8484
1.6949,-2.2373,0.7366
1.6949,-2.1017,0.6612
1.6949,-1.9661,0.6232
1.6949,-1.8305,0.6228
1.6949,-1.6949,0.6594
1.6949,-1.5593,0.7315
1.6949,-1.4237,0.8369
1.6949,-1.2881,0.9731
1.6949,-1.1525,1.1366
1.6949,-1.0169,1.3237
1.6949,-0.8814,1.5304
1.6949,-0.7458,1.7524
1.6949,-0.6102,1.9855
1.6949,-0.4746,2.2254
1.6949,-0.3390,2.4684
1.6949,-0.2034,2.7105
1.6949,-0.0678,2.9486
1.6949,0.0678,3.1798
1.6949,0.2034,3.4016
1.6949,0.3390,3.6123
1.6949,0.4746,3.8104
1.6949,0.6102,3.9951
1.6949,0.7458,4.1659
1.6949,0.8814,4.3228
1.6949,1.0169,4.4661
1.6949,1.1525,4.5965
1.6949,1.2881,4.7147
1.6949,1.4237,4.8218
1.6949,1.5593,4.9190
1.6949,1.6949,5.0074
1.6949,1.8305,5.0883
1.6949,1.9661,5.1628
1.6949,2.1017,5.2322
1.6949,2.2373,5.2974
1.6949,2.3729,5.3595
1.6949,2.5085,5.4193
1.6949,2.6441,5.4775
1.6949,2.7797,5.5348
1.6949,2.9153,5.5916
1.6949,3.0508,5.6485
1.6949,3.1864,5.7057
1.6949,3.3220,5.7635
1.6949,3.4576,5.8221
1.6949,3.5932,5.8817
1.6949,3.7288,5.9423
1.6949,3.8644,6.0039
1.6949,4.0000,6.0667
1.8305,-4.0000,3.9337
1.8305,-3.8644,3.6335
1.8305,-3.7288,3.3281
1.8305,-3.5932,3.0206
1.8305,-3.4576,2.7146
1.8305,-3.3220,2.4141
1.8305,-3.1864,2.1231
1.8305,-3.0508,1.8459
1.8305,-2.9153,1.5869
1.8305,-2.7797,1.3502
